STT,content,sentiment
62,"Luôn tin tưởng và chọn mua sách qua Tiki nhưng lần này chất lượng sản phẩm không như mình mong đợi. Nếu như sách bị lỗi do mực in, nội dung... thì đó không phải do Tiki, hoặc lỗi ở các trang bên trong khó thấy thì có thể bỏ qua, nhưng bìa sách (cái có thể dễ dàng nhìn thấy được) bị lỗi mà Tiki vẫn quyết định giao một sản phẩm như thế cho khách hàng thì thật đáng thất vọng.",-1
63,Đặt hàng tối thứ 5 thứ 7 đã đó. Vẫn thích tiki nhất khoảng này giao hàng siêu nhanh vì hàng ở kho tiki. Máy mua từ 2019 được bao hành 7 năm và 1 đổi 1 trong 1 năm nếu lỗi nói. Mặc định là tiếng anh nên các bạn hãy đổi về Tiếng Việt. Máy sử lí rất nhanh. Có điều tiki bỏ vào hộp bự gấp 5-7 lần hộp máy tính nên khi di chuyển hộp sẽ chạy luông tung. khi khui hộp có phiếu bảo hành nhưng không có ghi gì hết vậy bảo hành bằng cách nào?. Nắp máy tính trầy xước rất nhiều. Cảm thấy thất vọng về tiki qua 2 lần đặt hàng gần nhất.,-1
64,"Mình đặt mua vào đúng thời điểm giảm giá mạnh, hơn nữa là lần đầu đặt trên TiKi nên được giảm sâu hơn, tới 28%. Bạn mình thường mua với giá trên 500, nhưng mình mua được giá khá hời, 468k. Hàng giao hàng nhanh, thông báo Thứ 6 giao hàng tới mà sáng Thứ 5 đã xuất hiện, rất hài lòng về tốc độ giao hàng. Tuy nhiên, sản phẩm khi mở ra phần tem bị xước, mặt ốp lưng có chút vết chầy. Bên cạnh đó, ứng dụng Tiki  đôi khi còn bị là, nên cải thiện!",0
65,"Máy chính hãng Casio, phân phối bởi Bitex. Mua trên tiki rẻ hơn ngoài nhà sách khoảng 100k. Kích hoạt bảo hành điện tử bằng cách tải ứng dụng Bitexmobile ==> quét mã vạch trên tem bảo hành dán sau lưng máy. Nên mua hàng phân phối bởi TIKI TRADING để an tâm và giao hàng nhanh hơn. Mình đặt khuya thứ 7, sáng thứ 2 đầu tuần là đã nhận được hàng.",1
66,"Đây là dòng máy tính mới nhất của Casio cho thị trường việt nam được mang vào phòng thi TN THPT quốc gia. Màn hình có độ phân giải cao, được Việt hóa các chức năng, mình đã thử và thấy khả năng tính toán rất nhanh, các phép tính tích phân, vi phân hàm siêu việt, lượng giác,... đều nhanh hơn thế hệ cũ đáng kể. Chế độ bảng được cập nhật nhiều kết quả hơn nên việc tìm Rất, min dễ dàng hơn dòng cũ rất nhiều. Nhìn trên ảnh thì có vẻ hoàn thiện hơi thô, nhưng thực tế 4 nút điều hướng kim loại làm khá xịn. Vỏ trắng cũng đẹp nữa. Nhưng có điều Tiki nên tặng kèm name nhãn dán để dán tên thì hơn, chứ tặng mấy quyển vở ô ly mình cũng chả dùng. Tem chính hãng và nhãn mác đầy đủ. Thứ duy nhất chưa hài lòng là giao hàng quá chậm! Mình ở hôm nay mà mất tới 5 hôm mới nhận được hàng. Không hài lòng khoản giao hàng của Tiki chút nào.",0
67,"Bạn nào có dự định thì nên mua sớm dùng cho quen nhé, để không vào thi quốc gia lại bỡ ngỡ. Hẳn còn được ưu đãi giảm còn 565.000vnđ (tặng kèm bộ lịch để bàn siêu cưng). Gói kĩ như vậy á, hổng biết vài bạn vì sao bị xước vỏ máy chứ mình =)). *Hịnn lắm mọi người, thêm anh nhân viên giao hàng dễ thương gi đau â. Về ý kiến của mình thì rất hài lòng.",1
68,"mua về cho con cưng lên lớp 12 sử dụng hơn tuần nay con cưng sử dụng rất ưng ý đủ tất cả phép tính cho nhu cầu học tập, riêng tôi rất hài lòng vì đóng gói kỷ có tem chính hãng Bitex casio kèm phiếu bảo hành 5 năm, nhân viên giao nhận lịch sự dể thường cho xem hàng trước khi trả tiền, cảm ơn tất cả và giao hàng nhanh kịp cho con cưng làm bài kiểm tra học kỳ , 5 sao nói hộ thêm cho tôi",1
69,"Em này bên ngoài nhìn sang chảnh và xịn xò hơn trong ảnh nhiều luôn nhaa 😍 có điều nắp bằng nhựa cứng (mình nghĩ vậy :3) và còn màu trắng thì mình sợ sẽ dễ dơ và độ bền không cao :3 không biết do tay mình hay do máy mới mà bàn phím hơi rít, thân máy thuôn nên lúc cầm máy không có nắp thì chắc tay hơn dòng ES plus với việt nam plus :3 mới bóc ra đã thấy tem chống hàng giả bị xước, cũng không nhiều (như ảnh) mình nghĩ là do bên nói, còn về tính toán thì mình chưa kiểm tra nên không biết như nào nói chung theo mình thì em này sang xịn mịn nên rước về dùng thử nhaa~",0
70,"Lần trước mình cũng đặt 1 quyển sách có bảo vệ sách nhưng khi giao hàng không kèm bảo vệ sách cho mình mà vẫn trừ số bảo vệ sách. Nhưng mình vẫn tin tưởng dịch vụ tiki cho đến khi nhận quyển sách này thì thật sự là đáng thất vọng. Quyển này mình cũng đặt bảo vệ sách nhưng cái gọi là bảo vệ sách chỉ là tấm nhựa dẻo thẳng băng bọc quanh sách, không hề có ép lại như trước đây. Vừa gỡ hộp ra thì thất vọng tràn trề. Bìa sách lại bẩn, rất dơ. Tiki nên xem lại chất lượng dịch vụ bảo vệ sách của mình. Mình bỏ tiền mua thêm bảo vệ sách để bảo vệ bìa sách chứ không phải để chơi. Đánh giá 1*",-1
71,"Cảm giác khi đọc qua từng chương là một sự bất ngờ, kinh ngạc. Tác giả đã đưa ra câu trả lời hợp lý về những vấn đề gần như là hiển nhiên trong cuộc sống hiện đại: Con người chúng ta xuất phát từ đâu? Tại sao chúng ta có thể tồn tại và trở thành Bá Chủ, chứ không phải là một loài nào khác? Sự tồn tại của chúng ta là đặc ân hay bệnh dịch đối với Trái Đất? Và hàng loạt câu hỏi về xuất phát điểm và tác động của các yếu tố khác như tiền, quốc gia, xã hội,...? Các vấn đề được trả lời với một góc độ khách quan, phân tích đa chiều, kết hợp với cách viết mạch lạc, súc tích, khiến việc đọc Lược Sử Loài Người không hề nặng nề. Mà như đang được xem một bộ phim tài liệu hấp dẫn về hành trình phát triển hàng triệu năm của Nhân Loại và Địa Cầu.",1
72,"Đọc bình luận của mọi người, có người bị giấy 2 màu có người bị sờn góc mà đắn đo mãi mới dám đặt hàng. May mắn sách mình nhận được vẫn nguyên nilon chưa bị rách, sách đẹp không lỗi. Nhưng mình chọn đơn vị bán là  chứ không phải Tiki Trading. Định đặt thẳng qua   nhưng thấy đắt hơn nên đặt qua Tiki luôn.",0
73,"Tiki đóng gói và giao hàng tệ quá, móp hết trơn, chuyển qua mua sách trên Lazada đóng gói ổn hơn Mua Tiki quá nhiều tiền rồi , riêng sách mỗi lần mua cả chục cuốn, nhưng đóng gói và vận chuyển tệ quá, không tốt như trước",-1
74,"Vừa nhận được sách, bên trong sách thì vẫn khá tươm tất nhưng bề ngoài không thích lắm, lớp nilong bảo vệ sách đã bị rách sẵn khi mình vừa mở hộp, gáy bị bẩn và các thứ (trên ảnh), có thể vì mình khó tính, ấn tượng ban đầu không tốt lắm.",-1
75,"Thấy nhiều người tóm tắt   sách bị lỗi như thiếu trang, mất chữ hay nhân viên Tiki đóng hàng ẩu, không có mút xốp chèn làm móp méo sách nên cũng khá lo lắng khi đặt hàng. Tuy nhiên khi nhận hàng thì sách còn nguyên màng co như mới, không bị móp hay trầy xước.... Trước kia mình cũng hay đi tìm đọc và tìm hiểu về lịch sử loài người nhưng hầu hết các tài liệu đều chỉ khái quát, không đi sâu vào việc tìm tòi, lý giải, phân tích ngọn nguồn lịch sử phát triển của loài người. Nhưng khi minh đọc "" Sapienói: Lược sử loài người"" thì thực sự rất bất ngờ và kinh ngạc trước các luận điểm gợi mở của tác giả mà qua đó dẫn dắt người đọc đi sâu tìm tòi, lý giải ngọn nguồn rất nhiều vấn đề gắn liền với lịch sử loài người. Bằng cách diễn đạt rất rõ ràng, mạch lạc, lôi cuốn cộng với các ví dụ sinh động, tác giả đã cung cấp cho người đọc một kiến thức khổng lồ về lịch sử, sinh học, khoa học, tư tưởng, xã hội, kinh tế với cái nhìn đa chiều nhưng không làm người đọc cảm thấy nặng nề, bối rối khi tiếp nhận. Không chỉ dừng lại ở việc đề cập đến lịch sử loài người trong quá khứ, tác giả còn đưa đến cho người đọc những gợi mở, suy ngẫm về hiện tại và tương lai của loài người trong tiến trình phát triển đến thời kỳ đỉnh cao nhưng cũng đối mặt với nhiều nguy cơ bất định.",1
76,"Đọc đến gần hết thì gặp lỗi rất thất vọng của nhà xuất bản: - đến trang 448 thì nhảy sang trang 465??? thiếu từ 449 đến 464 - sau đó lật tiếp từ trang 465 đến trang 480 thì lại quay lại 465 đến hết??? Thiệt tình, đọc đến gần hết mà ức chế quá!!! Đề nghị: TIKI giải quyết đổi sách và làm việc lại phản ánh với bên nhà xuất bản. Xin cảm ơn.",0
77,Quá xuất sắc cho 1 quyển sách. Cuốn sách giúp cho người đọc thấy tĩnh tâm hơn yên bình hơn có nhiều góc nhìn tích cực hơn lối sống tốt đẹp hơn quyển sách giúp cho mình tự nhìn nhận lại bản thân dạy mình cách nuôi dưỡng tâm hồn cách buông bỏ cảm xúc tiêu cực từ bỏ ham muốn nhìn nhận để thấy hạnh phúc mình cố gắng đọc sách mỗi ngày như 1 cách để nuôi dưỡng tâm hôm giống với việc chăm chút cho hoa phải tưới nước mỗi ngày và ngắt bỏ cành héo úa tưong tự với việc buông bỏ ham muốn để có thể hạnh phúc có thể đẹp như cây hoa được chăm sóc hàng ngày. Các chương có hơi hướng của Phật giáo và các câu truyện được gửi gắm rất hay nhiều ý nghĩa.,1
78,"Khoan dung với một người còn khó hơn là yêu thương người đó, điều này đòi hỏi một sự dũng cảm cực kỳ lớn. Nhưng chỉ có khoan dung, tâm hồn ta mới được giải thoát. Bình tĩnh ôn hoà mới có được nội tâm mạnh mẽ",1
79,"rất rất là hài lòng luôn, giao hàng rất nhanh, mình đặt hôm qua mà dự kiến giao là thứ 5, vui quá trời, nghe anh nhân viên giao hàng gọi ra lấy liền, mê quá trời mê, gói hàng rất đẹp, rất ổn. Tội anh nhân viên giao hàng trời mưa vẫn giao hàng, gửi lời cảm ơn trân thành đến anh nhân viên giao hàng.",1
80,"lúc đầu ấn tượng với đầu sách nên mua, vì mình là người khá nóng tính. Sau đọc thấy chán quá nên bỏ không đọc nữa. Sách cũng có 1 vài ý hay nhưng mình thấy sách phù hợp với những người lớn tuổi hơn vì sách toàn khuyên buông bỏ là chủ yếu. cũng biết nhiều cái buông bỏ thì tốt nhưng có những cái không nên . người trẻ đọc họ sẽ bị nản trí , bớt nỗ lực. Sách nói về nóng giận và tĩnh lặng cũng ít, đa số nói về xuất gia, tu hành. ảnh quên không chụp nên mình sao chép",-1
81,"Tính cách mình thật sự nóng nảy, cuốn sách giúp cho bản thân nhìn nhận ra nhiều điều trong cuộc sống cần phải biết kiểm soát cảm xúc bản thân và thích nghi, mình đã đọc đi đọc lại 3- 4 lần và rèn luyện, cảm ơn tác giả rất nhiều. Mua sách Tiki thì luôn an tâm về chất lượng sách, giao hàng cực nhanh, đóng gói cẩn thận, xứng đáng 5*",1
82,Một quyển sách nuôi dưỡng tâm hồn rất tốt. Tôi như nhìn thấy hình ảnh chính tôi trong quyển sách ấy từ đó biết mình cần làm gì để thay đổi bản thân trở lên tốt hơn. Cảm ơn tác giả và tiki đã đưa tôi đến cội nguồn của cảm xúc chân thành nhất ❤️❤️❤️,1
83,"-Dự kiến nhận hàng ngày 2/5 Nhma được nhận vào ngày 27/4, mình rất thích cách giao hàng nhanh chóng của tiki - Về phần sách: mình đã nhận được sách với kết quả là sách hơi bẩn nên đánh giá 4* thôi. Đặt hàng ở tiki rồi và chưa bao giờ thất vọng nên các bạn có thể mua thử để đọc.",0
