STT,content,sentiment
74,"Sách phải nói là không chê vào đâu được. Cả về nội dung và hình thức khiến ai cũng phải say mê, hứng thú đọc mãi mê, miệt mài. Sách mang tính giáo dục cao, tạo cho người đọc một nguồn động lực trong cuộc sống.Đừng đọc sách này, nếu bạn không muốn bị nghiện sách này 😂😂. Hãy nên trải nghiệm cuốn sách này đảm bảo sẽ không bao giờ hối hận.",1
75,"Ưu điểm sách: có những bài học, câu nói đánh thẳng vào vấn đề và tâm lý chung của giới trẻ, từ đó chúng ta thấy chính mình. Những câu nói, châm ngôn sách cô đọng, súc tích, gãy gọn. Nhược điểm :(( Tuy nhiên, những bài học lại không có gì gọi là quá mới mẻ, về việc chúng ta cần phải cố gắng trong cuộc sống, thất bại là mẹ thành công, không gì là quá muộn, thời gian là vàng bạc blah blah. Chắc hẳn chúng ta đều có thể biết những điều này, nhưng để có thể tạo nên sức ảnh hưởng thay đổi con người, thì sách chưa làm được. Việc đưa ra những mẩu chuyển cũng ok trong việc tạo động lực thay đổi. Nhưng mô típ chung những chuyện này còn hơi xa vời, giống những chuyện về những người tài giỏi vượt khó mà bạn hay thấy trên tv á. Sau mỗi mẫu chuyện sách sẽ đúc kết lại: ừ bạn cần cố lên. Một kiểu cổ vũ tinh thần cho bạn khá xưa rồi, thiệt vậy, cổ tích cũng có mà. Vấn đề của sách, là sau những hô hào kia, sách chưa đưa ra được nhiều những biện pháp cụ thể cho bạn. Tóm lại là, tư duy của sách đôi khi hơi nông. Ý kiến riêng bản thán mình. Các bạn có thể tham khảo thêm qua các nhận xét khác để có cái nhìn toàn diện hơn nhaaaaa",0
76,"Vâng. E vừa mới nhận sách, Và đây là hiện trạng của hộp và sách luôn 😀 Mấy lần trước cứ lần nào đặt nhiều thì có sách đc gói cẩn thận hơn nhưng đặt 1,2 là y như rằng sách về bị nhăn nhó,góc sách bị hư.E cũng mắt nhắm mắt mở bỏ qua vì cũng nghĩ bên tiki phải giao số hàng lớn cho nhiều khách trong đợt sale và bên giao hàng vận chuyển đi xa cũng có thể ảnh hưởng đôi chút. Thực sự e là 1 kỹ tính trong việc bảo quản sách nên háo hức bao nhiêu thì khi đc giao hàng e càng bực tức bấy nhiêu. E k biết là do lỗi bên giao hàng hay sao nhưng sách bị ntn e k chấp nhận nổi.",0
77,"thực sự là lúc bắt đầu nhận cuốn sách này và đọc thì mình thấy hồi hộp và sung sướng lắm. Đến lúc mở ra đọc thấy nội dung cũng hay, truyền tải nhiều ý nghĩa. Đồng thời nhiều câu chuyện được lồng ghép vào để lấy ví dụ. Lời văn, câu cú của tác giả cũng được chắt lọc, gọt giũa. Đọc xong mà cũng muốn sống hết mình í ạ. Nhg buồn 1 điều là nxb thế giới vs gubooks in sách chán quá ạ. Lệch không để đou cho hết !!! :( Hầu như trang nào cũng lệch, tuy k đến mức lệch đầu nhg cx đủ gây khó chịu và lác mắt. Mong có sự thay đổi ạ 😶⛄",1
78,"Quá hối hận vì đã mua sách này. Nội dung quá nhạt nhẽo, thiếu tính logic, chủ yếu là kể chuyện các câu chuyện có nội dung chung chung. Ví dụ ở trang 63 tác giả kể về một người trẻ tuổi đến Paris đi tìm người giúp mình thành công nhưng ko dc, anh ta được dẫn vào ăn ở khách sạn Hilton và sau đó 20 năm anh ta trở thành nhân vật nổi tiếng? Mình ko hiểu chuyện gì đang xảy ra luôn. Mình thấy tiếc thời gian mình bỏ ra vì sách quá NHẢM, dù mới đọc 60 trang đầu.",-1
79,"Mình mua cuốn sách trong giai đoạn bản thân mất định hướng về nghề nghiệp, tương lai và sự nghiệp cá nhân. Đọc xong, mình trở thành con người khác, thật sự cảm ơn tác giả Cảnh Thiên, tuy nhiều câu chuyện với lời văn không quá mạnh mẽ, nhưng ý nghĩa và bài học đã tác động sâu sắc đến tâm trí người đọc Mua sách Tiki thì luôn an tâm về chất lượng sách, giao hàng cực nhanh, đóng gói cẩn thận, xứng đáng 5*",1
80,"Đây là lần đầu mình mua sách ở Tiki mà nhận được hàng hơi thất vọng như vầy, mở hàng ra còn có bụi bám ở bìa và phần trang sách. Còn phần bìa phía sau lại bị rách và không được mới nguyên vẹn. Mình luôn mong muốn sách mình đọc luôn mới nên khi thấy sách mới mua về thế này mình thấy không hài lòng chút nào!",-1
81,"nói chung mình định đọc hết rồi review cho các bạn cơ, nhưng đợt này mình ôn thi, mà tiki có treo giải nên mình review luôn cuốn này mình đọc hơn 1 nửa online rồi mua, thì mình thấy nó dạy ta cách hiểu tâm sinh lý người bạn đời hoặc người yêu của mình, tâm lý thì nhiều hơn, nói 1 số cách để xử lý tình huống, mình cũng có đọc cư xử như đàn bà hành động như đàn ông , thuật yêu đương và tại sao đàn ông thích tình dục phụ nữ cần tình yêu nữa, nói chung mỗi cuốn sẽ có 1 phong cách riêng, nhưng cũng khá nhiều điểm chung, vì đều nói tâm lý đàn ông và đàn bà mà, đàn ông đến từ sao hỏa đàn bà đến từ sao kim thì nhẹ nhàng hơn suy nghĩ như đàn ông cư xử như đàn bà và phân tích sâu về tâm lý 2 phái hơn",0
82,"Lần đầu tiên mình viết đánh giá trên Tiki và cũng như về sách nên có thể mọi cảm nghĩ của mình khá chủ quan. Nhưng chí ít mình mong nó sẽ giúp được phần nào đó cho trải nghiệm của bạn được tốt hơn khi mua hàng. Điều đầu tiên là về ngoại hình của sản phẩm mà mình nhận được. Sách mới, chưa có nếp gấp hay dấu hiệu của việc đã mở ra (qua sử dụng). Tuy nhiên sách khá dơ, phần trên cùng bị dính một vài vệt đen mờ, trong không được đẹp mắt. Cách đóng quyển của sách khá lỗi, không mở mạnh tay vẫn bị bung rộng nên khá khó khăn trong việc giữ sách mới lâu. Phần này chắc là 4 sao. Tiếp theo là về cách làm việc của Tiki. Sách giao đúng hẹn, nhân viên giao hàng lịch sự, niềm nở. Đóng gói sơ sài quá khi không có bọc nilong riêng cho từng cuốn hay chèn giấy để tránh bị móp méo sách. Mình đánh giá 4 sao cho Tiki. Điều cuối cùng là về nội dung sách. Sách hay, nói rất chuẩn sát về tâm lí của nam và nữ đến mức đôi lúc còn khiến mình giật mình như đang nói về mình và bạn trai/bạn trai cũ. Nhưng giọng văn đôi chỗ khá lan man gây mất tập trung. Sách thật sự có tác dụng cao trong việc cải thiện mối quan hệ hôn nhân hoặc tiền hôn nhân nếu thật sự thẩm thấu và làm đúng theo công thức của sách kết hợp với sự đặc trưng riêng trong tính cách của nữa kia. Theo mình đánh giá thì phụ nữ nên đọc qua ít nhất 1 lần những cuốn sách thể loại này nói chung và cá nhân cuốn sách “Đàn ông sao Hoả, đàn bà sao Kim” nói riêng. Không chỉ giúp cải thiện mối quan hệ, còn lí giải được rất nhiều vấn đề về tâm lý giới tính mà bản thân bạn ít nhất từng tự hỏi mình 1 lần trong đời, giảm thiểu một phần những mâu thuẫn không đáng có trong tình cảm. Và đặc biệt là khiến bản thân bớt lo lắng và tận hưởng được hạnh phúc trong tình yêu một cách trọn vẹn hơn. Về phần này, mình xin đánh giá 5 sao cho nội dung khá hoàn thiện của tác giả.",1
83,"Mình đã nghe cái tên Đàn ông sao Hỏa đàn bà sao Kim từ rất lâu. Hôm rồi thấy có cái bìa mới này hấp dẫn quá đặt mua luôn. Công nhận những điều John Gray nói rất lý trí. Việc hiểu nhau sẽ giúp các cặp vợ chồng yêu thương, thông cảm và chia sẻ cho nhau nhiều hơn. Chắc mình mua đc sách mới tái bản hay sao á, không thấy có lỗi chính tả như nhận xét của một số bạn khác.",1
84,"Mình không thể đánh giá sao thấp vì nội dung của cuốn sách rất hay, mà độc giả hầu hết nhìn vào số sao để chấm rằng sách hay hay không, nhưng không vì vậy mà mình không trừ 2 sao cho việc Tiki đã giao 1 quyển sách bị ""cũ"" như vậy (tuy rằng mình không hay chú ý đến bìa sách lắm, nhưng lỗi này nhìn vào là thấy liền, không thể không nói được) Mình vừa đọc đến 30 trang đầu, và ở trang 26 bị lặp chữ ""mối quan quan hệ"", góp ý cho nhà xuất bản giúp mình để lần tái bản sau những lỗi vặt như vậy không xảy ra nữa, xin cảm ơn ❤",-1
85,"Tuyệt vời cho người như mình. Muốn hiểu về tâm lý không chỉ đơn thuần của riêng đàn ông để cua trai hay gì kkkk, mà mình muốn hiểu hơn cả về giới mình để có cách ứng xử, giao tiếp theo hướng tốt hơn, hoàn thiện hơn với cả 2 phái thì đây là quyển sách thực sự giúp mình rất nhiều.",1
86,"Tiki làm mình thật sự không hài lòng cho đợt giao sách này, thường thì các lỗi về mép sách thì mình thường bỏ qua chứ về lỗi in trùng nôi dung thiếu trang thì không thể bỏ qua được, hy vọng bên Tiki có cách để giải quyết vấn đề này giúp mình, mình xin cám ơn",-1
87,"Mình trước giờ mua sách chỉ vài lần trên tiki, nhưng lại rất may mắn khi chưa bao giờ mình nhận cuốn sách nào bị móp méo cả. Giao hàng lại đúng thời gian, có khi giao nhanh hơn. Tuy chỉ mới đọc được 2 chương đầu khi vừa đập hộp êm ngày hôm qua. Nhưng lại bị cuốn hút ẻm từ sự thực tế của giá trị cuốn sách mang lại. Một quyển sách đáng để dành thời gian đọc, để tìm kiếm lại đúng giá trị của bản thân và xây dựng cho các mối quan hệ xung quanh trở nên tốt đẹp hơn. Cám ơn tiki rất nhiều nhé.",1
88,"Luôn tin tưởng và chọn mua sách qua Tiki nhưng lần này chất lượng sản phẩm không như mình mong đợi. Nếu như sách bị lỗi do mực in, nội dung... thì đó ko phải do Tiki, hoặc lỗi ở các trang bên trong khó thấy thì có thể bỏ qua, nhưng bìa sách (cái có thể dễ dàng nhìn thấy được) bị lỗi mà Tiki vẫn quyết định giao một sản phẩm như thế cho khách hàng thì thật đáng thất vọng.",-1
89,"Ai chưa lập gia đình hay đã lập gia đình hay như tôi đang trong tình trạng tồi tệ của hôn nhân hay là những người đã li hôn thì cũng nên đọc quyển sách này. Hiểu mình hiểu bạn đời, trăm trận trăm thắng. Đừng để đến khi quá muộn mới thay đổi. Chúc bạn hạnh phúc!",1
90,Đặt hàng tối thứ 5 thứ 7 đã đó. Vẫn thích tiki nhất khoảng này giao hàng siêu nhanh vì hàng ở kho tiki. Máy mua từ 2019 được bao hành 7 năm và 1 đổi 1 trong 1 năm nếu lỗi NSX. Mặc định là tiếng anh nên các bạn hãy đổi về Tiếng Việt. Máy sử lí rất nhanh. Có điều tiki bỏ vào hộp bự gấp 5-7 lần hộp máy tính nên khi di chuyển hộp sẽ chạy lung tung. khi khui hộp có phiếu bảo hành nhưng k có ghi gì hết vậy bảo hành bằng cách nào?. Nắp máy tính trầy xước rất nhiều. Cảm thấy thất vọng về tiki qua 2 lần đặt hàng gần nhất.,-1
91,"Mình đặt mua vào đúng thời điểm giảm giá mạnh, hơn nữa là lần đầu đặt trên TiKi nên được giảm sâu hơn, tới 28%. Bạn mình thường mua với giá trên 500, nhưng mình mua được giá khá hời, 468k. Hàng ship nhanh, thông báo Thứ 6 ship tới mà sáng Thứ 5 đã xuất hiện, rất hài lòng về tốc độ ship. Tuy nhiên, sản phẩm khi mở ra phần tem bị xước, mặt ốp lưng có chút vết chầy. Bên cạnh đó, ứng dụng Tiki App đôi khi còn bị lag, nên cải thiện!",0
92,"Em là học sinh 12 nên muốn có cho mình 1 chiếc 580vnplus, tiki giao hàng rất nhanh ngày hôm sau đã có. Máy có đủ bao bì thẻ bảo hành và hoàn toàn mới k có 1 vết sướt chỉ đáng tiếc là phần phím ON của mất bị lờn, thụt hơi sâu, muốn khởi động máy cần nhấn mạnh chứ k như những phím khác. Dù sao cũng rất hài lòng với sản phẩm mà tiki cung cấp",1
93,"Máy chính hãng Casio, phân phối bởi Bitex. Mua trên tiki rẻ hơn ngoài nhà sách khoảng 100k. Kích hoạt bảo hành điện tử bằng cách tải ứng dụng Bitexmobile ==> quét mã QR Code trên tem bảo hành dán sau lưng máy. Nên mua hàng phân phối bởi TIKI TRADING để an tâm và giao hàng nhanh hơn. Mình đặt khuya thứ 7, sáng thứ 2 đầu tuần là đã nhận được hàng.",1
